Index,Gene
10552,C11ORF46
10553,PEG10
10554,ABCC3
10555,FLG2
10556,SIK2
10557,LDHAL6B
10558,KCNN1
10559,NME6
10560,KRT2
10561,CHCHD1
10562,LPPR3
10563,HYAL1
10564,UBQLN3
10565,ABLIM1
10566,IMP3
10567,ADAM32
10568,NKAIN4
10569,LPAR4
10570,OR2H1
10571,PAXIP1
10572,CCDC106
10573,ADAMTS8
10574,ANKS6
10575,LEPREL2
10576,LAMP5
10577,MAGEB18
10578,ZNF625
10579,EEF1A1
10580,MED23
10581,CCNG1
10582,C10ORF81
10583,NANOGNB
10584,OR4C3
10585,TCEB3C
10586,KDM4B
10587,TMEM79
10588,UNC50
10589,WDR61
10590,ENDOD1
10591,GCGR
10592,CTAGE9
10593,REG3G
10594,INS
10595,MBTPS2
10596,ALG1L2
10597,CDS1
10598,CTNND2
10599,LRRC72
10600,ZCCHC4
10601,OR2T4
10602,LGALS3BP
10603,ZNF273
10604,DENND1A
10605,MYO18A
10606,NOP14
10607,ZNF780B
10608,MNF1
10609,SRGAP1
10610,RTCD1
10611,C9ORF11
10612,SCN2A
10613,PTBP2
10614,ABCB5
10615,FAM205A
10616,SOX30
10617,PCDHAC1
10618,ALG6
10619,HRAS
10620,SYNE2
10621,PRR4
10622,TMEM2
10623,XIRP1
10624,HPS3
10625,CSGALNACT1
10626,PEX13
10627,H3F3A
10628,COL4A2
10629,TEFM
10630,OR4F16
10631,IFT27
10632,RDH5
10633,MYLK2
10634,TPD52L3
10635,LRRC16B
10636,VPS28
10637,GCSH
10638,ASGR1
10639,JOSD1
10640,SLX4
10641,ADRB2
10642,C16ORF3
10643,STX7
10644,CDK19
10645,PSMC5
10646,COX7B
10647,TRIM36
10648,ENOX1
10649,GPX3
10650,CRLF2
10651,CDC42EP4
10652,KRT20
10653,SDCCAG8
10654,OR6C4
10655,CC2D2A
10656,C17ORF98
10657,VDAC2
10658,HSPBAP1
10659,TADA3
10660,SP100
10661,DYNC1LI1
10662,OR5L1
10663,MYO1F
10664,CSRP3
10665,HRG
10666,MAP3K10
10667,DUSP7
10668,TACO1
10669,PRTN3
10670,AZI2
10671,PKIA
10672,ZNF670
10673,GTF2E1
10674,GIMAP7
10675,OR7A17
10676,ZNF296
10677,LDLRAP1
10678,SVOPL
10679,CSH1
10680,RAB28
10681,MNT
10682,ATHL1
10683,IQCH
10684,CNOT3
10685,BMF
10686,ZC3H7A
10687,SPACA7
10688,LYPD6
10689,DHRS11
10690,DNHD1
10691,CCDC99
10692,LGALS16
10693,NEUROD2
10694,CCL8
10695,NKPD1
10696,NOP2
10697,CDY2A
10698,METTL23
10699,OTOF
10700,KRTAP13-3
10701,PRSS12
10702,SSX5
10703,REPIN1
10704,C15ORF52
10705,ABCC11
10706,USP17L8
10707,GRM4
10708,DKK3
10709,ZDHHC15
10710,FAM69C
10711,FAM124A
10712,SCTR
10713,FNDC8
10714,SUCLG2
10715,ARSH
10716,HRH3
10717,RRH
10718,CCNC
10719,TMEM169
10720,ZNF415
10721,UBE2J2
10722,HPGD
10723,ZNF18
10724,TAAR8
10725,SLC22A17
10726,PHKB
10727,PRTG
10728,VEGFA
10729,FBXO21
10730,CDH3
10731,NME1-NME2
10732,SETD5
10733,LRRC57
10734,FCRLA
10735,C1QC
10736,TEX15
10737,GEMIN7
10738,PRR23B
10739,CCDC28A
10740,OR12D3
10741,TSPY3
10742,HPS1
10743,ICOS
10744,BNIP2
10745,OR5I1
10746,TAB2
10747,MTMR10
10748,PLSCR4
10749,PAAF1
10750,PDLIM3
10751,RNF2
10752,PGD
10753,UNC79
10754,GEMIN2
10755,TMEM37
10756,BBC3
10757,LELP1
10758,ISCA1
10759,CHERP
10760,OR8D2
10761,SEC13
10762,TDRD5
10763,TRAPPC11
10764,SLC35G3
10765,OR1L3
10766,OR51S1
10767,NPHP1
10768,UPK1A
10769,FAM186A
10770,MSRB1
10771,TRIM11
10772,TTC16
10773,BEX2
10774,MRPS11
10775,GLIS3
10776,CD55
10777,SAP30L
10778,PDP2
10779,PINK1
10780,POLR3K
10781,C20ORF141
10782,GC
10783,DCUN1D5
10784,C10ORF88
10785,AGR3
10786,NME3
10787,FCRL3
10788,TMPRSS9
10789,TRAPPC9
10790,IFT172
10791,RINT1
10792,NIPA2
10793,CCDC71L
10794,FRYL
10795,CTPS2
10796,ZNF135
10797,OPALIN
10798,NPY5R
10799,MZT2B
10800,TAF11
10801,RPL36A-HNRNPH2
10802,DCUN1D1
10803,BMP6
10804,CCDC85B
10805,PDHX
10806,CDC42EP3
10807,PHF6
10808,LARP1
10809,ATF2
10810,KLB
10811,TCF25
10812,CDCA7
10813,GAL3ST4
10814,TMEM204
10815,KIF3A
10816,APP
10817,DHRS2
10818,LOXHD1
10819,UBE2M
10820,SGK2
10821,SNRPN
10822,TNFAIP1
10823,LPHN3
10824,FLJ25363
10825,TNFSF12
10826,SYT14
10827,KIF20A
10828,TJP1
10829,AGRN
10830,B3GNT3
10831,TEX261
10832,HBG2
10833,ZBTB16
10834,ACADM
10835,ZNF555
10836,CCDC167
10837,CDSN
10838,MSH2
10839,KIAA1524
10840,TP53INP2
10841,FAM126B
10842,APOA5
10843,CERKL
10844,SPATA25
10845,FBXO18
10846,AMZ2
10847,RBAK-LOC389458
10848,RFX6
10849,PCDHGA3
10850,SYMPK
10851,KRT6A
10852,PWP2
10853,C16ORF95
10854,YDJC
10855,PTER
10856,KLHDC8A
10857,RTN2
10858,CDCA2
10859,PYCARD
10860,GBA3
10861,HMGXB3
10862,CDRT15
10863,STARD10
10864,CPAMD8
10865,LY6G6F
10866,ELFN2
10867,VCL
10868,TNFRSF10D
10869,CLDN16
10870,SERPINB2
10871,HMGB2
10872,ANKRD26
10873,PCDHB3
10874,XPR1
10875,LOC728419
10876,ITPR2
10877,ADAM33
10878,RNASEK
10879,RUSC1
10880,SRSF7
10881,UTP14C
10882,HSDL2
10883,EIF3L
10884,CXORF69
10885,TMEM5
10886,PANX2
10887,PLK3
10888,FSD1L
10889,GPR114
10890,CEBPD
10891,ZCCHC13
10892,TMEM139
10893,IGSF21
10894,FTSJD1
10895,FAM110B
10896,PHF10
10897,UBIAD1
10898,BRIX1
10899,OR8H2
10900,TNFAIP8L1
10901,SUGT1
10902,THUMPD3
10903,FAM159B
10904,PROC
10905,HFE
10906,TARDBP
10907,MYL6B
10908,CIB1
10909,CCDC18
10910,STX1A
10911,TNKS1BP1
10912,TMSB10
10913,PARM1
10914,CPA3
10915,CLN3
10916,DRG2
10917,CASP12
10918,NDUFS8
10919,C16ORF74
10920,ZFPM2
10921,HAUS3
10922,NFATC1
10923,IGSF6
10924,SLC2A10
10925,SEPT5
10926,SH3BGRL2
10927,PEMT
10928,RPL19
10929,OTOA
10930,OR10G3
10931,CCNYL1
10932,AMIGO1
10933,CRHR2
10934,ACYP2
10935,DAAM2
10936,GH2
10937,SOX7
10938,PUM1
10939,IPMK
10940,AXIN2
10941,SLC6A11
10942,C4ORF33
10943,DNAJC11
10944,SLC2A3
10945,KIAA0195
10946,CHD1
10947,FAM13A
10948,RBFOX1
10949,WDR45
10950,XIRP2
10951,DDO
10952,TYRO3
10953,CLCNKB
10954,EPHA10
10955,IFNGR1
10956,DAXX
10957,FBXL22
10958,INSRR
10959,C6ORF163
10960,NEUROD6
10961,SLC25A11
10962,PCDHGB3
10963,IQSEC2
10964,PPM1N
10965,FGF3
10966,PON3
10967,SLC25A46
10968,CLEC14A
10969,CISD1
10970,FRMPD1
10971,FAM122C
10972,UBXN1
10973,ZNF362
10974,SCARF2
10975,SULT1A4
10976,C1QBP
10977,SLC9A2
10978,DGAT2L6
10979,SFTA3
10980,OR52K2
10981,GJA5
10982,TMPRSS11E
10983,GPN2
10984,SRPK1
10985,PET117
10986,SNRPA1
10987,PDGFB
10988,FAM176A
10989,SPRR2G
10990,HIST1H3C
10991,PALLD
10992,ZNF181
10993,SLC12A7
10994,IL1RAPL2
10995,TWF1
10996,DNAJC5
10997,B3GALT6
10998,FBXW4
10999,BAIAP2L2
11000,DUS2L
11001,C10ORF105
11002,NFIX
11003,PRM2
11004,FBXO15
11005,ZFP106
11006,MAPKAPK2
11007,FAM98C
11008,TRIM14
11009,TBC1D20
11010,CYHR1
11011,EML6
11012,ODAM
11013,DOC2B
11014,IL17REL
11015,SLC28A3
11016,ABCG1
11017,TYR
11018,ZNF812
11019,VPS36
11020,C18ORF42
11021,OR51F1
11022,CNTN3
11023,OR2L2
11024,FOPNL
11025,STT3B
11026,LOC100287036
11027,SOX4
11028,UACA
11029,STYX
11030,TMEM182
11031,TNFSF8
11032,NXF5
11033,PNPLA5
11034,GSDMB
11035,CLDN12
11036,KIAA0754
11037,RPS13
11038,ERI2
11039,RNF6
11040,GOT1
11041,RNF40
11042,MTMR9
11043,ZNF483
11044,HIST2H4A
11045,CCDC85A
11046,MMP2
11047,RABIF
11048,DDX59
11049,SP110
11050,PRPF31
11051,PALM
11052,IGSF22
11053,KCNS2
11054,NUP54
11055,FAM9B
11056,RANGAP1
11057,TMEM106C
11058,ATP6V0B
11059,STAC2
11060,CHAF1B
11061,CDC42SE1
11062,CALCR
11063,OR5D14
11064,EPN2
11065,NUDT6
11066,FREM2
11067,DYNLRB1
11068,RAB11B
11069,GHRH
11070,WDR96
11071,OR4A16
11072,ZNF623
11073,KLF2
11074,GPX5
11075,ZNF141
11076,PADI6
11077,TPM3
11078,LPL
11079,ARL8B
11080,SEPN1
11081,SLC15A4
11082,C19ORF52
11083,CCDC148
11084,ATF4
11085,CHAC1
11086,HIST3H2BB
11087,IQCJ
11088,ANKRD34C
11089,IGLON5
11090,P2RX1
11091,KLRC2
11092,SLC35C1
11093,NTHL1
11094,SOAT2
11095,TBC1D3H
11096,RNF130
11097,ZAN
11098,C1ORF187
11099,DNAJC24
11100,SNX16
11101,GKN2
11102,NEBL
11103,ANXA6
11104,GGCT
11105,GLG1
11106,ATXN2
11107,SHPK
11108,MARCH3
11109,ZNF69
11110,NBPF15
11111,MYLK
11112,POLR2A
11113,C14ORF39
11114,CDKAL1
11115,LCE2C
11116,ZNF514
11117,PTGFRN
11118,ZBTB1
11119,PROX1
11120,NADSYN1
11121,CHCHD3
11122,SBNO2
11123,BAK1
11124,PROS1
11125,C12ORF23
11126,CARHSP1
11127,DEGS2
11128,TOR1B
11129,EIF3K
11130,CKAP2L
11131,CSF2RA
11132,CD300A
11133,ASTN2
11134,GLT25D2
11135,C9ORF125
11136,SCYL2
11137,POM121L2
11138,SPATC1
11139,PTH2
11140,SLTM
11141,HCRTR1
11142,PKNOX2
11143,PLEKHF2
11144,HAGH
11145,C3ORF43
11146,NEK1
11147,MARVELD2
11148,ELFN1
11149,KIR2DS4
11150,EHBP1
11151,TMEM102
11152,SS18L2
11153,TARM1
11154,IQCF6
11155,MARCH6
11156,GBX1
11157,NLRC3
11158,CAPNS1
11159,OSTC
11160,PPP1R7
11161,TMEM63C
11162,HLA-DRA
11163,TBL2
11164,KLRB1
11165,STRA8
11166,CATSPERG
11167,PRAMEF5
11168,C13ORF33
11169,RAD51AP1
11170,STXBP1
11171,SEC14L6
11172,NUDT4
11173,C11ORF54
11174,FAS
11175,CEP76
11176,DDT
11177,FSHB
11178,ALG1
11179,ATP10D
11180,KLHL30
11181,GDAP1L1
11182,RBP3
11183,TRIM43
11184,GLDC
11185,OR6C76
11186,PSD2
11187,ZNF713
11188,RNF180
11189,CRYBB1
11190,OPHN1
11191,NRG4
11192,TMCO5A
11193,LRR1
11194,NMD3
11195,PYCR2
11196,OR2D3
11197,EXOSC5
11198,C3ORF45
11199,ASB4
11200,MORN2
11201,PGBD2
11202,C20ORF197
11203,OR2T8
11204,COMMD7
11205,PCDH20
11206,GAGE2B
11207,DNAL4
11208,ARSK
11209,PLA2G10
11210,FERMT2
11211,SEC14L1
11212,LYZL4
11213,PRKCH
11214,PLK5
11215,EPC2
11216,KCNG4
11217,SULT2B1
11218,FOLH1
11219,IL20
11220,SRSF4
11221,ART4
11222,XRCC4
11223,F2R
11224,PIN1
11225,MED26
11226,CRNKL1
11227,RGL1
11228,ZNF511
11229,CPO
11230,TSPAN19
11231,PROK1
11232,PSG1
11233,DTNBP1
11234,MC1R
11235,C19ORF60
11236,DYNLT1
11237,HDAC1
11238,TMOD3
11239,RGL4
11240,KIAA1239
11241,LOC100507096
11242,FLOT2
11243,SLC24A4
11244,ZNF205
11245,C5ORF25
11246,MRPL37
11247,VAV1
11248,AP4B1
11249,HLA-DRB5
11250,PRDM14
11251,SMYD3
11252,R3HCC1
11253,IGF1R
11254,TMEM179
11255,XRN2
11256,IRX6
11257,HNF1A
11258,MYC
11259,MRS2
11260,SYNC
11261,FOCAD
11262,FAM122B
11263,CLEC2D
11264,LEP
11265,GNG13
11266,MOB2
11267,SRBD1
11268,VTI1B
11269,LURAP1L
11270,SSBP1
11271,RGP1
11272,ANKRD9
11273,C10ORF99
11274,OR2B3
11275,REXO1L1
11276,EVI2A
11277,LINGO3
11278,COPZ1
11279,H2AFX
11280,TRIM58
11281,C19ORF79
11282,OR3A3
11283,PHYHD1
11284,SERTAD2
11285,UNK
11286,MED27
11287,ETV2
11288,ST6GALNAC4
11289,ZFP64
11290,CDK11A
11291,ABTB2
11292,OR52H1
11293,RBM46
11294,ASPN
11295,SSX4
11296,ASNSD1
11297,CCDC74B
11298,WISP1
11299,G3BP1
11300,CCL7
11301,PHAX
11302,LRP5
11303,WDR24
11304,TTC26
11305,CEMP1
11306,TRH
11307,SPZ1
11308,RPTN
11309,TSSC1
11310,APLP2
11311,AGBL1
11312,FAM204A
11313,NEU4
11314,DHODH
11315,DRGX
11316,LOC100506422
11317,ATP4A
11318,ZDBF2
11319,GDF10
11320,FAM60A
11321,RGS3
11322,VWA3A
11323,LMNB2
11324,FA2H
11325,AMTN
11326,C12ORF35
11327,KRTAP10-2
11328,ORC4
11329,DOK1
11330,C21ORF2
11331,ASUN
11332,SEMA3G
11333,ASB2
11334,RASAL1
11335,KIAA0368
11336,CEP128
11337,CDC14A
11338,ARMC12
11339,ARSF
11340,ATP13A5
11341,GMEB2
11342,BTN3A3
11343,CANX
11344,GAS2
11345,ZNF521
11346,SGK494
11347,SHISA6
11348,ZNF540
11349,THEGL
11350,TNFRSF9
11351,ENPP4
11352,HIST1H2BK
11353,UBE2G2
11354,TAF7L
11355,LRRC52
11356,PCSK2
11357,DRAM2
11358,GZMM
11359,ZSCAN30
11360,SMPX
11361,HNF4G
11362,NEDD4
11363,NPTX2
11364,ANKRD18B
11365,LOC100505549
11366,NDST2
11367,HCAR1
11368,KEAP1
11369,PER1
11370,FKBP15
11371,XAGE1D
11372,NPIPL3
11373,SLC52A3
11374,CIZ1
11375,SCARB1
11376,CD8B
11377,SLC22A4
11378,OR6C3
11379,ARHGEF15
11380,C20ORF20
11381,NKIRAS2
11382,PIPOX
11383,VPS37D
11384,TREH
11385,OR2T34
11386,KCNIP4
11387,ZNF564
11388,SLC5A1
11389,CEACAM4
11390,CRISP3
11391,ZNF80
11392,CBLB
11393,INPP1
11394,PPIAL4B
11395,RBM42
11396,LAMB4
11397,OR1N2
11398,NHS
11399,SPANXD
11400,SMAD2
11401,PCDHA7
11402,MC3R
11403,CMTM7
11404,CHRNE
11405,TMC7
11406,SP2
11407,SLC27A3
11408,NAE1
11409,PPIP5K2
11410,METTL21A
11411,FKBP3
11412,MANSC1
11413,TMPRSS13
11414,NFIL3
11415,ZNF565
11416,TM4SF4
11417,C10ORF131
11418,OCIAD2
11419,ANK1
11420,IQCE
11421,C19ORF54
11422,AASDHPPT
11423,FOLH1B
11424,HOXB5
11425,ROM1
11426,KXD1
11427,MAGI3
11428,DUSP8
11429,UXT
11430,PMPCB
11431,PION
11432,ADC
11433,MTHFD1L
11434,RXFP2
11435,SLC5A5
11436,NDST1
11437,GLA
11438,TSPAN3
11439,POTED
11440,OPRD1
11441,TMEM91
11442,HIST1H1T
11443,MAP4K3
11444,PRKAR1B
11445,KRTAP5-3
11446,OLIG1
11447,MED17
11448,PGLYRP4
11449,GFER
11450,PNMA6C
11451,TEX11
11452,KIF11
11453,MICAL2
11454,PSMD12
11455,C1ORF35
11456,SOCS7
11457,SLC25A24
11458,SPAM1
11459,MEX3A
11460,KNTC1
11461,ASMT
11462,CAND2
11463,FAM114A1
11464,RNF169
11465,KHSRP
11466,TCEB3B
11467,TCEB2
11468,SLC6A13
11469,RNPC3
11470,ZBED4
11471,MKRN1
11472,PEX16
11473,LCE3E
11474,FRAS1
11475,PARD6B
11476,FRRS1L
11477,NUDCD1
11478,GRAMD1C
11479,C19ORF55
11480,POU6F1
11481,ERAL1
11482,DAZAP2
11483,RAB8A
11484,RHO
11485,VSX2
11486,CSNK1G1
11487,CNR2
11488,S100PBP
11489,EIF1B
11490,IFNA1
11491,DDIT4
11492,CCL15
11493,MYADM
11494,BTN3A1
11495,TBC1D25
11496,MMP27
11497,S1PR1
11498,CEP250
11499,SOD2
11500,SAP25
11501,ZKSCAN4
11502,DGKK
11503,DGUOK
11504,ADSSL1
11505,GTF3C6
11506,SSR2
11507,FANCA
11508,B4GALT2
11509,HS3ST5
11510,ACOXL
11511,MAP2K4
11512,SRSF10
11513,GPSM2
11514,ASPRV1
11515,EXD3
11516,BDNF
11517,ELMO2
11518,FAM83F
11519,ATP1A4
11520,MLF2
11521,LRRC25
11522,ATG10
11523,MDGA2
11524,RABEP1
11525,ANXA3
11526,VPS25
11527,SCUBE2
11528,RBMY1D
11529,ATRN
11530,POLR2H
11531,SHOX
11532,KIAA0317
11533,CIAO1
11534,PSMG3
11535,MEF2BNB-MEF2B
11536,PSMB1
11537,ZNF433
11538,AMT
11539,OR7G3
11540,ATP5A1
11541,C4B
11542,HSPA5
11543,RNF220
11544,C11ORF68
11545,SDPR
11546,AVIL
11547,KRTAP19-2
11548,ACTN2
11549,IFRD1
11550,SYTL4
11551,LRRC10
11552,HS2ST1
11553,RNF25
11554,HNRNPCL1
11555,LOC100129520
11556,HOXC9
11557,RTKN2
11558,BMPR1B
11559,DDAH2
11560,ZFYVE16
11561,SPAG11B
11562,KATNAL1
11563,IPO5
11564,TCFL5
11565,INA
11566,AK4
11567,RFPL3
11568,DCAF8
11569,SRPX
11570,VPS37B
11571,SLC10A6
11572,HIGD1B
11573,BTBD8
11574,PRIMA1
11575,TAS1R2
11576,GFI1B
11577,ZFAND2A
11578,RRP15
11579,TMEM63A
11580,PATE4
11581,PGRMC2
11582,TOMM70A
11583,IGFBP1
11584,DOPEY1
11585,CYFIP2
11586,POLDIP2
11587,FAM153A
11588,C8ORF46
11589,TCTN1
11590,CIDEB
11591,PPME1
11592,VAMP8
11593,AGPAT9
11594,BCLAF1
11595,CRADD
11596,EXOSC8
11597,KRTAP5-4
11598,C5ORF20
11599,C2ORF72
11600,ZNF492
11601,CXCR4
11602,ELMO1
11603,RGS1
11604,GNG2
11605,ANKRD36
11606,TSPYL6
11607,MTHFS
11608,KITLG
11609,KHNYN
11610,IL17RB
11611,UBE2I
11612,LOC653486
11613,SGK1
11614,ZNF396
11615,C4ORF6
11616,KCNJ14
11617,LIPT2
11618,ZGPAT
11619,COX10
11620,PIP4K2B
11621,KLHDC8B
11622,RPRD1A
11623,SLC25A40
11624,FAM75A7
11625,ATP1A2
11626,MCM10
11627,OR2F1
11628,EP300
11629,PDLIM5
11630,WDR5B
11631,RIIAD1
11632,WFDC5
11633,PNPLA3
11634,FAM136A
11635,POLR2C
11636,SEZ6L2
11637,ZMYND19
11638,DSN1
11639,FAM157A
11640,RNASET2
11641,MSI2
11642,ALG2
11643,SULT2A1
11644,CEL
11645,TMEM39B
11646,NYAP1
11647,DYNLT3
11648,RGPD3
11649,APOC1
11650,ACTA2
11651,LACC1
11652,NKIRAS1
11653,ABCG2
11654,FAM53B
11655,SLC6A5
11656,PRR11
11657,STRC
11658,MRGPRE
11659,FOXI3
11660,TDO2
11661,SPANXA2
11662,DOCK2
11663,FAM46D
11664,PHF7
11665,SALL4
11666,S1PR3
11667,CLDN11
11668,NPC1L1
11669,KLRG2
11670,NAA35
11671,PRICKLE2
11672,UBFD1
11673,ZKSCAN1
11674,POLL
11675,NCDN
11676,HHIPL2
11677,GPATCH3
11678,GPR55
11679,ZNF727
11680,NFKBIA
11681,TIMM10
11682,TSPAN17
11683,NOL6
11684,MPV17L2
11685,NBPF1
11686,ADAMTS17
11687,OR10P1
11688,OR56A4
11689,ADH1A
11690,CDK1
11691,ZNF568
11692,SEPT2
11693,OR4S2
11694,TOR1AIP2
11695,TRHR
11696,POLR1E
11697,C16ORF62
11698,CD84
11699,DUSP6
11700,SPAG1
11701,C2ORF61
11702,HOXC5
11703,CDK18
11704,UTP23
11705,C19ORF26
11706,FHL1
11707,TNFRSF17
11708,ZNF268
11709,HSPA14
11710,PPAPDC2
11711,OR10G8
11712,AMICA1
11713,CILP2
11714,PHKA1
11715,IFITM1
11716,TFIP11
11717,SMG1
11718,KIF5B
11719,TIMP3
11720,TRIP4
11721,CDK6
11722,KRT82
11723,MAB21L1
11724,ZNF546
11725,FAM18B2-CDRT4
11726,NOS1AP
11727,MYCBPAP
11728,FBXO40
11729,C19ORF12
11730,ARFGEF2
11731,FAM3C
11732,HSCB
11733,PSIP1
11734,GCK
11735,NMI
11736,CD2BP2
11737,TEX101
11738,FXYD2
11739,HTRA1
11740,PNKP
11741,C22ORF23
11742,RWDD2B
11743,KRT78
11744,CYP2A13
11745,CCDC81
11746,KIAA1530
11747,MS4A1
11748,UBE2D4
11749,LEMD2
11750,MTMR4
11751,RASSF10
11752,ARID2
11753,OR13C5
11754,NLRC5
11755,JSRP1
11756,UBAP2L
11757,PLCD3
11758,NOX5
11759,MAP6
11760,PTPN23
11761,PSPH
11762,EID1
11763,MSMB
11764,GTF2H1
11765,FAM96B
11766,AGAP4
11767,CEP57
11768,ZNF35
11769,C14ORF28
11770,POU4F3
11771,ABCC9
11772,ASMTL
11773,DUX2
11774,EIF3J
11775,NDFIP1
11776,SHISA8
11777,C1ORF204
11778,SULT1C4
11779,OR8G5
11780,ANKRD11
11781,RBAK
11782,FAM71F1
11783,AES
11784,MRPL50
11785,LZTS2
11786,SNRPB
11787,ZNF697
11788,CTCFL
11789,FAM168B
11790,UBAP2
11791,CELF3
11792,ULK1
11793,TMEM202
11794,TMEM181
11795,C1ORF144
11796,PGP
11797,PDGFA
11798,MAMDC4
11799,CNR1
11800,CHFR
11801,FAM21B
11802,PIK3C3
11803,DNAJC3
11804,C3ORF23
11805,PIK3CD
11806,KCTD14
11807,HOXA11
11808,LRRC71
11809,USP35
11810,HHIPL1
11811,MZB1
11812,BEGAIN
11813,TYMP
11814,ITIH6
11815,PACSIN1
11816,LYZL6
11817,HSPB8
11818,KCNIP3
11819,ZC3H13
11820,KRT34
11821,PASK
11822,ZNF347
11823,CRIP2
11824,COL4A1
11825,ZNF649
11826,SNX6
11827,ATXN7
11828,AVPR2
11829,CDA
11830,ZNF267
11831,HAUS4
11832,C6ORF132
11833,MUC2
11834,NMNAT2
11835,U2AF1
11836,C14ORF149
11837,KRTAP4-12
11838,TPSG1
11839,LRRC38
11840,MYO10
11841,SLC38A8
11842,HIPK3
11843,TBC1D4
11844,TAS2R7
11845,B3GNT2
11846,DNAH7
11847,ALS2
11848,KIAA0907
11849,NCSTN
11850,ADAM28
11851,SLAIN1
11852,KCND3
11853,TPSAB1
11854,PLCL1
11855,ZAR1L
11856,SSBP4
11857,CTNNA2
11858,FAM120A
11859,MEF2BNB
11860,ENDOV
11861,PSD4
11862,KBTBD11
11863,COBLL1
11864,BCAM
11865,C5
11866,DCLRE1A
11867,CHCHD6
11868,MAML3
11869,THOC6
11870,TMEM56-RWDD3
11871,ZNF24
11872,ZNF45
11873,PKD1
11874,LGI3
11875,CDIPT
11876,PAQR3
11877,EPCAM
11878,TNNI1
11879,PDZD7
11880,OSBPL2
11881,HAGHL
11882,UQCRC2
11883,POLR3G
11884,NES
11885,FAM123C
11886,GRIN2B
11887,CNOT4
11888,COX16
11889,CCND2
11890,PHGDH
11891,ZNF560
11892,OR10H5
11893,MEGF6
11894,ANAPC7
11895,BGLAP
11896,PRDM8
11897,VCX
11898,ZFP62
11899,PAICS
11900,PLD4
11901,BAGE4
11902,NIPA1
11903,RPL35
11904,ARIH1
11905,PPM1M
11906,HIRA
11907,TAMM41
11908,PIWIL3
11909,FOXN4
11910,ICAM4
11911,RAB24
11912,CD82
11913,WDR63
11914,HBG1
11915,PABPC5
11916,GLTP
11917,ACTL7A
11918,CMTM5
11919,HHLA1
11920,RRP36
11921,HNRNPL
11922,DNAJC14
11923,MBOAT7
11924,TFCP2
11925,BTBD19
11926,KLK13
11927,CSDE1
11928,TSPAN13
11929,TMED7
11930,TNFSF13B
11931,PLXNC1
11932,CCDC73
11933,TLR2
11934,TOMM22
11935,OR7C1
11936,C14ORF101
11937,TERF2IP
11938,NDUFB5
11939,VPS39
11940,FBXL12
11941,BMP2
11942,LTBP3
11943,SIRPA
11944,DCN
11945,OLFM2
11946,FOXJ2
11947,TTC30B
11948,CLDN4
11949,MAGEA8
11950,OR11L1
11951,TTLL10
11952,SSC5D
11953,SERPINI1
11954,DYRK2
11955,MUC22
11956,TSHZ2
11957,ELL
11958,ZNF853
11959,NAIF1
11960,WHSC1
11961,CST5
11962,KTI12
11963,TMEM50A
11964,CRBN
11965,SMAD4
11966,OR8H1
11967,ARHGAP30
11968,DYM
11969,GGCX
11970,DYRK1B
11971,SC5DL
11972,TCTEX1D4
11973,RPE65
11974,NR5A2
11975,ZNF578
11976,DDC
11977,FAM46B
11978,IPPK
11979,OR2A42
11980,TACC3
11981,NACA
11982,LYRM4
11983,CASKIN1
11984,MTF2
11985,PWWP2B
11986,GPCPD1
11987,PPP3CC
11988,FAM65C
11989,PARPBP
11990,AMY2A
11991,ENOX2
11992,NEU1
11993,THAP8
11994,EPHA3
11995,ZNF442
11996,FBN2
11997,TAAR5
11998,PNMA5
11999,KRT16
12000,C10ORF67
12001,FAM22F
12002,GRIP2
12003,COG6
12004,PPIAL4C
12005,LRRC8B
12006,DIRC2
12007,FBXO48
12008,LOC730183
12009,XKR7
12010,BRWD1
12011,SPINLW1-WFDC6
12012,C10ORF12
12013,ZNF16
12014,SLC5A6
12015,MR1
12016,ZBED2
12017,ATP5H
12018,CD46
12019,ABCC4
12020,FAM55B
12021,MYO3A
12022,ONECUT2
12023,NEDD4L
12024,SKIL
12025,ATG5
12026,ZDHHC9
12027,OGDH
12028,PHF15
12029,HPSE
12030,KIAA1671
12031,LOC100288814
12032,LRRC8A
12033,F5
12034,SUMO2
12035,NAA30
12036,MAPK1
12037,TPX2
12038,HAUS6
12039,PKM2
12040,HIF1A
12041,LRRN3
12042,AIP
12043,TRAF4
12044,BPIFB6
12045,PCDHGC4
12046,HEXA
12047,OTUD3
12048,MORF4L2
12049,LMO1
12050,NETO2
12051,FBXL2
12052,FXYD6-FXYD2
12053,CLDND1
12054,TINF2
12055,AXIN1
12056,GANC
12057,OBFC2B
12058,EYA3
12059,MUC5B
12060,SLC4A10
12061,HIF3A
12062,CADM2
12063,THAP7
12064,RGL2
12065,SERPINB1
12066,C8ORF4
12067,PSMD2
12068,MTRF1
12069,CASS4
12070,ACOX1
12071,TUB
12072,AMZ1
12073,FOXD4L6
12074,CTSW
12075,TMEM236
12076,LPPR4
12077,OR8S1
12078,CTDSP2
12079,SLC4A4
12080,C3ORF30
12081,DLX5
12082,STX3
12083,LRWD1
12084,REG1B
12085,IPO8
12086,FSBP
12087,ZFP36L2
12088,CHCHD7
12089,SNRPD3
12090,GALNT8
12091,MLL5
12092,LOR
12093,DDX60
12094,IGFALS
12095,DDX25
12096,AKAP2
12097,CNTNAP5
12098,CHRNA10
12099,KRTAP8-1
12100,PPP2R5C
12101,RIMS3
